"","GloboLakes_ID","LakeName","Latitude","Longitude","Country","Type","Elevation","LakeSize","Group","OverallAvg","OverallMeanAmp"
"243",447,"KLUANE Lake",61.26,-138.76,"Canada","Lake",789,40,4,2.70746077753695,11.1824997194643
"244",448,"MUSTERS",-45.41,-69.23,"Argentina","Lake",264,27,7,9.69364311179927,11.5890382743544
"245",450,"LEECH Lake",47.18,-94.43,"United States","Lake",397,25,9,8.17162900284807,23.3388426018229
"246",454,"MOLSON Lake",54.22,-96.82,"Canada","Lake",220,31,5,5.43616095216869,19.229258259948
"247",458,"BISTCHO Lake",59.74,-118.83,"Canada","Lake",554,32,5,4.46435129316582,18.1384989003163
"248",459,"ZZZZ",67.69,-176.01,"Russia","Lagoon",2,52,4,1.84949767015756,12.6143443143995
"249",461,"KAYRAKKUMSKOYE/KAIRAKUM Reservoir",40.32,70.06,"Tajikistan","Reservoir",326,25,1,14.6672961671149,24.2617214881818
"250",462,"ITEZHI TEZHI Dam",-15.67,25.95,"Zambia","Reservoir",1043,21,6,23.4283928339206,8.60572396086076
"251",464,"GOOSE Lake",41.92,-120.41,"United States","Lake",1463,22,9,9.54917082537128,22.7803596409989
"252",465,"KELLER Lake",63.95,-121.58,"Canada","Lake",246,37,4,3.46446264877254,16.3930432518315
"253",471,"KANIVS'KE Reservoir",49.98,31.22,"Ukraine","Reservoir",90,26,9,10.05415871834,24.7908121110521
"254",472,"NIZHNEE KUYTO",65.02,31.59,"Russia","Lake",104,49,5,4.77414840369944,18.9192338073548
"255",474,"PINEHOUSE Lake",55.55,-106.47,"Canada","Lake",390,20,5,5.73134485338381,20.706382938054
"256",476,"GRANDE DO CURUAI",-2.24,-55.38,"Brazil","Lake",29,16,3,30.278511346405,1.17358703905797
"257",481,"NEAGH",54.62,-6.42,"United Kingdom","Lake",58,26,9,11.137899534906,13.951526985373
"258",483,"CHUKCHAGIRSKOYE",52,136.58,"Russia","Lake",66,27,5,6.10041903953712,24.0163496499757
"259",484,"HADITHAH Dam Lake",34.38,42.03,"Iraq","Reservoir",133,22,2,19.9812937520857,17.286477825255
"260",486,"TROUT Lake",51.2,-93.28,"Canada","Lake",399,17,5,6.13336026618207,19.37922922832
"261",487,"POSO",-1.92,120.62,"Indonesia","Lake",447,16,3,28.1468930191731,1.85601920014136
"262",488,"SCUTARI/SKADARSKO",42.19,19.28,"Montenegro; Albania","Lake",9,19,1,17.2081735428854,20.43011643325
"263",489,"DORSOIDONG Lake",33.38,89.81,"China","Lake",4920,20,4,3.26463225920842,11.2767140299206
"264",491,"AUBRY",67.42,-126.46,"Canada","Lake",293,48,4,2.4458657242417,13.5123493029866
"265",494,"AGUA VERMELHA, Represa de",-19.96,-50.09,"Brazil","Reservoir",390,11,6,26.6676350042449,7.09881207239595
"266",500,"UDYL'",52.07,139.77,"Russia","Lake",6,25,5,6.02306854792557,23.1721414798077
"267",501,"STUART Lake",54.55,-124.58,"Canada","Lake",808,24,5,6.38192972656877,18.3539750750239
"268",502,"BOLON'",49.8,136.39,"Russia","Lake",6,19,5,6.99429361095998,25.0158344273345
"269",505,"GARDA",45.67,10.7,"Italy","Lake",85,18,1,15.8178845429541,15.3477168473831
"270",508,"COLD Lake",54.53,-110.04,"Canada","Lake",541,25,5,5.86993579530046,18.5064968104669
"271",509,"ZZZZ",46.24,30.31,"Ukraine","Lagoon",4,27,9,11.603054938497,25.1346708908781
"272",511,"AQQIKKOL lake",37.06,88.42,"China","Lake",4342,19,4,3.50788956316029,12.1794873456594
"273",513,"CANACARI",-2.92,-58.25,"Brazil","Lake",23,18,3,30.6889658712263,1.65291795596101
"274",515,"VALENCIA",10.18,-67.74,"Venezuela","Lake",600,17,3,28.6226936532026,2.9246795944294
"275",518,"MJØSA",60.82,10.99,"Norway","Reservoir",165,23,5,5.6890240115983,16.1597989026991
"276",520,"CHIBZHANG Lake, East",33.48,90.32,"China","Lake",4920,18,4,3.0115469194305,10.0838043317814
"277",523,"UTAH Lake",40.2,-111.8,"United States","Lake",1381,23,9,11.38387458225,24.666915307392
"278",524,"LANAO",7.89,124.24,"Philippines","Lake",710,15,3,27.2941180205226,2.06652619249511
"279",526,"OHRID",41.04,20.73,"Macedonia; Albania","Lake",700,20,1,14.6854006053216,16.5422156445886
"280",527,"ABHE",11.17,41.79,"Ethiopia; Djibouti","Lake",414,12,3,29.1731425836458,6.45722489792506
"281",529,"OXFORD Lake",54.85,-95.44,"Canada","Lake",186,19,5,4.73814684156215,18.794966944374
"282",531,"LIANGZI Lake",30.23,114.51,"China","Lake",21,16,2,20.172816014889,23.5188261934865
"283",533,"LACHA",61.31,38.77,"Russia","Lake",123,26,5,5.62887581012086,21.1023712561345
"284",534,"LIVINGSTON, Lake",30.8,-95.14,"United States","Reservoir",36,14,2,21.8338966101259,19.4062821406636
"285",538,"SAINT MARTIN",51.65,-98.51,"Canada","Lake",243,24,5,6.63700855267442,21.8638783320293
"286",539,"LONGGAN/LONGHU Lake",29.97,116.14,"China","Lake",6,18,1,19.0778916248725,25.8752885450191
"287",540,"MAUNOIR",67.46,-124.88,"Canada","Lake",263,34,4,2.29638374428077,13.3538259750483
"288",543,"URRU Lake",31.7,88,"China","Lake",4546,18,4,5.33941818280729,13.0577158563631
"289",545,"CORMORANT Lake",54.22,-100.9,"Canada","Lake",257,22,5,5.89929787395075,20.1034208275734
"290",546,"PEND OREILLE",48.13,-116.44,"United States","Reservoir",684,18,9,10.8099594806307,18.5105749379011
"291",549,"DURGUN Lake",47.73,93.42,"Mongolia","Lake",1160,21,5,7.43090846233907,21.569644449848
"292",550,"QUSMURYN Lake",52.72,64.78,"Kazakhstan","Lake",113,30,5,7.0046497857042,24.5258351452199
"293",555,"QUINZE, Lac des & SIMARD",47.57,-78.92,"Canada","Lake",274,12,5,7.38170301709315,21.8947722066155
"294",556,"MARION",33.53,-80.47,"United States","Reservoir",22,17,2,19.8136165293018,19.9549905032144
"295",558,"OLD WIVES Lake",50.08,-106,"Canada","Lake",666,23,5,7.13359951500229,22.2671942017217
"296",559,"UPPER KLAMATH Lake",42.42,-121.89,"United States","Lake",1295,17,9,10.0745358393136,22.4473307905186
"297",566,"AMISK Lake",54.58,-102.25,"Canada","Lake",300,17,5,5.85041772537225,19.7856458313101
"298",569,"KAKISA Lake",60.93,-117.71,"Canada","Lake",222,33,5,4.76849291265019,19.2780169249581
"299",572,"YELLOWSTONE Lake",44.43,-110.39,"United States","Lake",2405,21,4,4.82751199999614,16.1234604810415
"300",579,"CHAMO Lake",5.83,37.55,"Ethiopia","Lake",1249,16,6,25.9688156664672,2.07067916117882
"301",581,"SPLIT, Lake",56.18,-96.25,"Canada","Reservoir",184,23,5,4.78467440247172,19.2029426911675
"302",586,"MALOMBE",-14.64,35.26,"Malawi","Lake",484,17,6,25.7016746022594,7.54654522610813
"303",588,"COCHRANE/PUEYRREDÓN Lake",-47.32,-71.95,"Chile; Argentina","Lake",203,27,7,8.67470572773539,8.66972874972375
"304",594,"TORNETRÄSK",68.34,19.34,"Sweden","Lake",372,34,4,1.89604252275359,9.46922189883074
"305",601,"KRASNODARSKOYE",45.04,39.34,"Russia","Reservoir",31,25,9,11.7300592355427,26.2650887619712
"306",603,"UBOLRATANA",16.69,102.6,"Thailand","Reservoir",188,13,3,28.916634671772,6.19278309918434
"307",604,"SHALA Lake",7.46,38.51,"Ethiopia","Lake",1644,13,6,23.425743862133,2.61426996450682
"308",608,"OREL'",53.45,139.78,"Russia","Lake",6,22,5,5.54284968985878,21.8683837901206
"309",612,"ZZZZ",51.64,140.25,"Russia","Lake",7,20,5,5.62234796685833,21.5571175333871
"310",613,"TSHANGALELE",-10.9,27.02,"DR Congo","Lake",1152,10,6,24.1144508400156,7.05269445772884
"311",618,"SAINT LUCIA",-28.11,32.47,"South Africa","Lagoon",17,21,6,22.71636613242,9.04568283057269
"312",623,"DAGUAN Lake",30.04,116.38,"China","Lake",5,14,1,19.4417495650862,25.4676613081376
"313",624,"SWAN Lake",52.49,-100.74,"Canada","Lake",265,22,5,6.62677345748326,22.6446403133909
"314",627,"DIANCHI Pool",24.85,102.69,"China","Lake",1922,15,1,18.192063175374,11.4727437825235
"315",630,"ACHIT Lake",49.5,90.54,"Mongolia","Lake",1466,21,5,5.91918761640423,21.0499050896955
"316",632,"TUSTUMENA Lake",60.17,-150.9,"United States","Lake",43,28,4,4.72656823982491,14.840926075366
"317",633,"TIMISKAMING",47.2,-79.44,"Canada","Lake",261,12,5,6.41920398117308,19.7321315070686
"318",634,"IZNIK",40.45,29.53,"Turkey","Lake",156,19,1,17.2181146822983,17.5577142058556
"319",635,"BELOT",66.88,-126.26,"Canada","Lake",293,29,4,2.42190610721154,13.2037242519753
"320",637,"Rio HONDO, Embalse",-27.53,-64.98,"Argentina","Reservoir",247,13,6,22.0187775424977,14.1596313901939
"321",645,"BUUNTSAGAAN Lake",45.58,99.09,"Mongolia","Lake",1305,18,5,7.22289779136047,21.2683991988147
"322",646,"CLEARWATER Lake",54.06,-101.05,"Canada","Lake",259,20,5,5.84133554697041,19.2710873468675
"323",649,"PUMA YUMCO",28.55,90.4,"China","Lake",5007,16,4,3.79182755365568,9.93912992367951
"324",654,"SILJAN",60.86,14.8,"Sweden","Lake",185,26,5,6.57864607790156,19.3256616938417
"325",657,"HÖYTIÄINEN",62.87,29.75,"Finland","Reservoir",91,18,5,5.48598801627244,20.0982108811672
"326",667,"SITIDGI Lake",68.54,-132.67,"Canada","Lake",20,32,4,2.56581771884859,14.7431909217605
"327",669,"UTIKUMA Lake",55.86,-115.39,"Canada","Lake",651,25,5,5.91229092982537,19.7915585488955
"328",672,"SMOOTHSTONE Lake",54.65,-106.82,"Canada","Lake",479,21,5,5.85780975990431,19.3472943211449
"329",674,"KISALE",-8.28,26.49,"DR Congo","Lake",588,16,3,28.0033081208043,4.59325477259665
"330",676,"RAKSHASTAL/LA'NGA",30.72,81.21,"China","Lake",4602,15,4,3.78672516391671,10.6363755815924
"331",677,"BEAR Lake",42.01,-111.33,"United States","Lake",1806,16,9,9.11288141744497,21.1614599751984
"332",679,"VÕRTSJÄRV",58.22,26.04,"Estonia","Lake",47,20,9,7.68152876774363,21.8862899080602
"333",681,"NGOIN",31.52,88.74,"China","Lake",4570,14,5,5.72109797292221,13.7219958859234
"334",683,"ITANDÉUA",-1.99,-54.99,"Brazil","Lake",53,22,3,30.5081231505428,1.4332369844056
"335",684,"KISKITTOGISU Lake",54.21,-98.37,"Canada","Lake",216,18,5,5.63609796112882,19.740216850659
"336",685,"PAIKU Lake",28.9,85.58,"China","Lake",4658,16,4,5.28836470177409,11.9351870627612
"337",687,"GEORGE",0,30.17,"Uganda","Lake",907,11,3,27.2839477692418,1.77655157927303
"338",690,"PRESPA",40.89,21.02,"Macedonia; Greece;  Albania","Lake",955,13,1,14.0946662481107,19.921963624107
"339",699,"PAVYLON",68.39,151.99,"Russia","Lake",24,23,4,2.33301009836444,18.9729194601435
"340",702,"ZZZZ",45.13,-74.48,"Canada","Lake",46,16,9,8.82997199169663,21.9640588591086
"341",706,"BEYSUGSKIY",46.15,38.42,"Russia","Lake",1,19,9,11.3659645483323,25.9937297603007
"342",708,"HONGHU Lake",29.85,113.28,"China","Lake",22,20,2,20.2289563202978,24.3303633785865
"343",710,"UDDJAURE",65.98,17.82,"Sweden","Lake",422,14,4,3.34403734910638,16.0033639127954
"344",713,"TOBIN Lake",53.57,-103.49,"Canada","Reservoir",315,17,5,6.34244904887633,21.2958212062176
"345",723,"ENRIQUILLO",18.49,-71.58,"Dominican Republic","Lake",8,12,3,29.3974719330295,3.6484078647477
"346",728,"RED DEER Lake",52.95,-101.36,"Canada","Lake",265,21,5,6.53583092104195,22.2238060117645
"347",729,"TOKTOGUL Reservoir",41.76,72.91,"Kyrgyzstan","Reservoir",849,8,1,13.6305061532026,17.7744203934273
"348",730,"QUILL LAKES, West",51.88,-104.35,"Canada","Lake",520,20,5,6.57867598894429,21.9035947560807
"349",731,"ZAPATOSA",9.14,-73.83,"Colombia","Lake",41,19,3,31.2287492148242,2.31808218779217
"350",732,"ZHUONAI Lake",35.55,91.94,"China","Lake",4735,13,4,2.63747868191466,10.2700688767324
"351",733,"KISKITTO Lake",54.36,-98.23,"Canada","Lake",210,14,5,5.60081632919816,20.2088792444123
"352",736,"KUSAI Lake",35.73,92.83,"China","Lake",4472,17,4,2.90480440896816,10.6877334358705
"353",738,"HABBANIYAH Lake",33.29,43.45,"Iraq","Reservoir",43,20,2,21.1040139816515,18.9079993486389
"354",744,"DAGZE Lake",31.88,87.43,"China","Lake",4469,15,5,5.32311566889716,14.0930252920061
"355",746,"MAUREPAS",30.27,-90.45,"United States","Lagoon",0,87,2,21.9768140323199,18.8270912008878
"356",748,"CALCASIEU Lake",29.96,-93.34,"United States","Lagoon",0,15,2,21.980338735916,18.4624839771621
"357",754,"CUMBERLAND Lake",54.04,-102.33,"Canada","Lake",266,15,5,6.31563643678721,21.9770966079707
"358",756,"KRONOTSKOYE",54.81,160.2,"Russia","Lake",388,20,4,3.54000899954087,12.8617387613567
"359",761,"WINNIBIGOSHISH",47.45,-94.17,"United States","Lake",399,15,9,8.09389350354741,23.0293361329461
"360",767,"ERHAI Lake",25.78,100.18,"China","Lake",2113,16,1,18.0479525772172,11.2792956100964
"361",770,"VICENTE GUERRERO Reservoir",23.96,-98.78,"Mexico","Reservoir",201,18,2,25.1441089419265,10.7486948193833
"362",771,"WASEKAMIO Lake",56.56,-108.65,"Canada","Lake",424,19,5,5.303164691849,19.2311002577686
"363",773,"UUREG Lake",50.15,91.01,"Mongolia","Lake",1406,19,5,5.31379505206521,17.2045087738362
"364",779,"WAPAWEKKA Lake",54.9,-104.66,"Canada","Lake",375,13,5,5.920891954232,19.6512549525473
"365",782,"PASFIELD Lake",58.37,-105.31,"Canada","Lake",410,17,4,3.8914301370262,15.0239591320757
"366",783,"LAMA",69.35,89.22,"Russia","Lake",27,39,4,1.68589471523285,16.3857343066852
"367",791,"SHIJIU Lake",31.46,118.87,"China","Lake",1,11,1,18.2628960844261,26.0368838382179
"368",792,"NERPICHYE",69.29,160.18,"Russia","Lake",2,30,4,1.72642800829211,14.2085854476652
"369",794,"SARTLAN",54.98,78.56,"Russia","Lake",112,18,5,6.34004949383467,22.9338945561809
"370",797,"RED SUCKER Lake",54.14,-93.67,"Canada","Lake",218,10,5,4.9946485007215,18.248848643768
"371",799,"ZZZZ",31.17,47.83,"Iran; Iraq","Lake",8,34,2,23.0885127388653,18.1368695502416
"372",800,"CORANGAMITE",-38.2,143.38,"Australia","Lake",144,17,8,14.9123484855921,11.8278055224128
"373",801,"FEIA",-22.02,-41.32,"Brazil","Lagoon",1,8,6,25.5876929815092,6.80585199018766
"374",804,"SACHIGO",53.8,-92.07,"Canada","Lake",254,18,5,5.13938843248781,19.6009751340561
"375",805,"BICHE, Lac la",54.86,-112.07,"Canada","Lake",570,19,5,6.17258177951556,20.3735570061514
"376",806,"QAROUN",29.47,30.61,"Egypt","Lake",25,14,2,22.3968434089393,13.6806068625014
"377",810,"PLONGE, Lac la",55.12,-107.34,"Canada","Lake",450,17,5,5.6006567014943,18.8575602760521
"378",811,"STORA LULEVATTEN",67.28,19.12,"Sweden","Reservoir",398,30,4,2.24480924322695,11.9673219007519
"379",817,"GREAT BITTER Lake",30.29,32.44,"Egypt","Lake",9,9,2,23.0997851501159,12.7544251148452
"380",818,"TAAL Lake",13.99,121.01,"Philippines","Lake",86,13,3,29.524754310493,4.24617123775324
"381",824,"MOULTRIE",33.31,-80.07,"United States","Reservoir",21,11,2,20.0428868126031,19.7686026163296
"382",825,"TISHKE",66.28,31.86,"Russia","Lake",118,19,4,4.16045307510465,17.7256919149873
"383",827,"DALI NUO'ER",43.3,116.62,"China","Lake",1216,14,5,6.80713038739828,21.9695715685232
"384",829,"LANGANO Lake",7.61,38.76,"Ethiopia","Lake",1640,12,6,24.260101272353,3.40670659366096
"385",831,"RUPANCO Lake",-40.83,-72.44,"Chile","Lake",292,11,8,13.9309272497743,8.32402062946664
"386",833,"SIRINDHORN",15.01,105.39,"Thailand","Reservoir",120,11,3,29.0605890015263,4.88120350296722
"387",836,"SALVADOR",29.76,-90.25,"United States","Lake",0,13,2,22.6471292620329,18.5323674347535
"388",837,"WATERHEN Lake",52.09,-99.57,"Canada","Lake",253,12,5,7.02582598893961,22.4171129322828
"389",840,"YALPUH Lake",45.48,28.63,"Ukraine","Lake",10,15,9,12.0119419123611,25.4595541705543
"390",849,"BLACKWATER Lake",63.99,-123.12,"Canada","Lake",217,26,4,2.89361474323517,15.3583423209337
"391",851,"TENIS",56.12,71.93,"Russia","Lake",80,22,5,6.34019710912408,22.7424035848403
"392",870,"ZZZZ",49.04,48.2,"Kazakhstan","Lake",8,8,9,10.8247955171791,27.7807594354338
"393",872,"WHITE Lake",29.74,-92.5,"United States","Lake",0,13,2,22.3107692699337,18.7415633707073
"394",876,"WEISHAN Lake",34.61,117.24,"China","Lake",7,22,1,15.7927153620888,28.2589725691207
"395",881,"BURDUR Lake",37.73,30.21,"Turkey","Lake",1003,9,1,16.1506254416615,18.3805626951251
"396",882,"UPPER UGASHIK Lake",57.67,-156.7,"United States","Lake",6,19,4,4.46417947090191,12.4133807551782
"397",883,"MONO Lake",38.01,-118.96,"United States","Lake",1955,13,9,11.8543699178265,20.3269429228684
"398",892,"FUXIAN Lake",24.49,102.89,"China","Lake",1801,6,2,18.9497112791742,8.96744067310306
"399",893,"NEUCHÂTEL",46.9,6.84,"Switzerland","Lake",452,14,1,13.2863489198925,16.7182879084375
"400",894,"MOLOCHNYI Lake",46.54,35.34,"Ukraine","Lake",3,15,9,11.1712515002742,25.4394495872592
"401",902,"TEKE",53.84,72.95,"Kazakhstan","Lake",111,16,9,8.98440898653285,27.1026106472764
"402",904,"WASWANIPI",49.6,-76.5,"Canada","Lake",257,14,5,5.49789695108914,20.1297231560453
"403",907,"SHALKAR",50.57,51.67,"Kazakhstan","Lake",27,16,9,9.0649200987251,24.7275097468369
"404",908,"LOCHE, Lac la",56.46,-109.48,"Canada","Lake",447,14,5,5.67317447910828,19.7029167123469
"405",910,"CANOE Lake",55.18,-108.23,"Canada","Lake",451,14,5,6.16278378968551,20.4963955918808
"406",913,"XURU Lake",30.27,86.41,"China","Lake",4712,11,4,4.44720960304136,11.4759023388675
"407",915,"CABALIANA",-3.33,-60.79,"Brazil","Lake",28,13,3,30.8251734134541,1.45201246994889
"408",917,"ZIMBAMBO",-8.11,26.88,"DR Congo","Lake",586,9,3,28.6025671570745,5.2976451853869
"409",920,"TELMEN Lake",48.83,97.33,"Mongolia","Lake",1772,15,5,4.61014709562812,17.1070720387237
"410",929,"GEORGE",29.33,-81.61,"United States","Lake",1,8,2,23.9262039261248,16.394689869667
"411",931,"ROBERT S. KERR Reservoir",35.38,-94.95,"United States","Reservoir",152,9,1,19.1731206539289,22.3907017003746
"412",934,"PUKAKI",-43.97,170.15,"New Zealand","Reservoir",540,13,7,10.999698842111,8.25515794354945
"413",936,"YANISYARNI",62.01,30.9,"Russia","Lake",73,13,5,6.13273756195169,20.6661589745319
"414",944,"BOLSHOYE MORSKOYE",70.05,158.77,"Russia","Lake",12,30,4,1.45669172145576,12.241681801251
"415",949,"NAMEW Lake",54.17,-102.01,"Canada","Lake",266,9,5,5.8697530335296,19.6008824976723
"416",953,"URUA",-2.26,-56.63,"Brazil","Lake",17,32,3,30.3354341439866,1.2323545123427
"417",954,"INLAND Lake",66.46,-159.84,"United States","Lake",0,20,4,2.85776368320697,15.94766965991
"418",957,"ALAOTRA",-17.49,48.51,"Madagascar","Lake",751,12,6,24.5105213874549,8.43678711615206
"419",960,"MALYE CHANY",54.57,77.96,"Russia","Lake",105,12,5,6.33687861803512,23.1473219222971
"420",962,"DEL TORO",-51.22,-72.71,"Chile","Lake",170,15,7,7.25386134775443,7.4133647590819
"421",977,"REED Lake",54.64,-100.45,"Canada","Lake",278,15,5,5.65658421446432,19.8024719045872
"422",982,"SANGIIN DALAY Lake",49.22,99.1,"Mongolia","Lake",1930,10,4,3.43126202807868,15.0680221769496
"423",983,"RINQIN XUB Lake",31.27,83.42,"China","Lake",4845,8,4,4.18727613655513,12.0865257512026
"424",985,"ULAKH ULYUNG",68.23,151.34,"Russia","Lake",28,12,4,2.4617441671003,19.1099987677178
"425",989,"ZIGE TANG Lake",32.08,90.84,"China","Lake",4538,11,4,4.67033009819387,13.4765382506847
"426",990,"GEHU Lake",31.6,119.81,"China","Lake",3,14,1,18.2961531135905,26.9753858218144
"427",1003,"TALBOT Lake",54.01,-99.9,"Canada","Lake",257,16,5,5.65984529396387,20.5327992988804
"428",1007,"GUÁRICO Reservoir",9.05,-67.37,"Venezuela","Reservoir",85,9,3,29.4344122345125,5.17315900269539
"429",1009,"MISSISA Lake",52.31,-85.2,"Canada","Lake",161,14,5,5.19087929086578,19.1870512677577
"430",1010,"LOWER UGASHIK Lake",57.49,-156.88,"United States","Lake",8,15,4,4.42499804301315,12.2093450773051
"431",1011,"BOLSHOY UVAT",57.54,70.47,"Russia","Lake",65,20,5,5.84372168960465,23.5269466240685
"432",1013,"RØSSVATNET",65.79,14.11,"Norway","Lake",401,15,4,1.7277183467149,10.6695570747262
"433",1019,"MAHONEY Lake",65.5,-125.36,"Canada","Lake",238,23,4,2.91876086247311,16.0791236083766
"434",1026,"AMERICAN FALLS Reservoir",42.92,-112.75,"United States","Reservoir",1325,15,9,9.26865772074078,21.7609512594337
"435",1028,"BOLMEN",56.92,13.67,"Sweden","Lake",150,9,9,8.54969505071157,22.4097723228985
"436",1029,"EVORON",51.48,136.51,"Russia","Lake",80,11,5,6.41388033597151,25.2625955858762
"437",1031,"CHAGAN Lake",45.25,124.26,"China","Lake",123,20,9,8.54077964549687,26.2633597556549
"438",1035,"KYZYLKAK",53.43,73.77,"Kazakhstan","Lake",28,13,9,8.47460399858499,27.5860965298923
"439",1046,"KABAMBA",-7.9,27.04,"DR Congo","Lake",586,7,3,28.6236113275117,5.01206484152731
"440",1053,"ATHAPAPUSKOW Lake",54.53,-101.62,"Canada","Lake",287,15,5,5.58330740941911,18.9992051885981
"441",1058,"MAMAWI Lake",58.62,-111.46,"Canada","Lake",212,12,5,5.94908313294579,22.1045396040066
"442",1060,"CIENAGA DE PAJARAL",10.82,-74.55,"Colombia","Lake",2,8,3,31.4243586861309,3.5984420456904
"443",1061,"NILAKKA",63.12,26.46,"Finland","Lake",107,11,5,5.30656135131953,20.7949439368336
"444",1062,"WEKUSKO/WEKISKO Lake",54.76,-99.82,"Canada","Lake",256,10,5,5.80175298940054,19.8871948987534
"445",1063,"HADA NAIHAOLAI",49.07,117.93,"China","Lake",541,13,5,5.70181435917933,22.7026675999676
"446",1066,"BAM Lake",31.25,90.58,"China","Lake",4615,14,4,5.13117175638333,13.3188666367584
"447",1071,"KESAGAMI Lake",50.31,-80.32,"Canada","Lake",194,12,5,5.46410339971679,21.3804333157009
"448",1076,"DUKAN Lake",36.11,44.9,"Iraq","Reservoir",568,10,2,20.2093842779572,18.7776954829878
"449",1079,"CUONA",32.02,91.48,"China","Lake",4586,10,4,5.05084775070471,13.1691255225834
"450",1083,"ELTON",49.15,46.67,"Russia","Lake",20,13,9,10.6859597861326,29.8077121305663
"451",1109,"VILLARRICA",-39.26,-72.09,"Chile","Lake",229,11,8,14.0835055557328,9.98217545308197
"452",1110,"HIRFANLI",39.16,33.69,"Turkey","Reservoir",848,11,1,14.7217634498175,17.6427723246932
"453",1115,"NEUSIEDLER Lake",47.8,16.78,"Austria; Hungary","Lake",110,10,9,10.6082851052208,25.343202024531
"454",1116,"ROSSIGNOL",44.2,-65.08,"Canada","Reservoir",74,6,9,9.28227596702331,23.2952553569823
"455",1121,"NEGRA",-34.05,-53.65,"Uruguay","Lagoon",44,7,8,18.1119350567536,13.6694159439848
"456",1128,"WALKER Lake",38.7,-118.71,"United States","Lake",1339,9,1,14.6143699454303,18.3285714600848
"457",1129,"GRAND Lake",29.9,-92.75,"United States","Lake",0,9,2,21.9504173240471,18.9470807262769
"458",1130,"TUOSU Lake",37.13,96.94,"China","Lake",2797,10,5,6.59685277751712,16.4093523780923
"459",1145,"KUS",40.19,27.96,"Turkey","Lake",24,8,1,16.3476800506439,21.8554009998887
"460",1146,"ABIJATA Lake",7.6,38.59,"Ethiopia","Lake",1640,6,6,23.4355068801037,3.65721955010688
"461",1148,"MATTAMUSKEET",35.5,-76.2,"United States","Lake",1,10,1,17.868988681199,22.7402157489749
"462",1169,"WABIGOON Lake",49.65,-92.54,"Canada","Lake",378,6,5,7.08501665092804,21.9603947002039
"463",1170,"GREAT Lake",-41.89,146.75,"Australia","Reservoir",1155,13,7,8.87188003003302,13.4187874630289
"464",1174,"JILI Lake",46.92,87.45,"China","Lake",481,11,9,8.72753213017053,24.0968335763967
"465",1184,"GUSINOYE",51.2,106.39,"Russia","Lake",547,13,5,6.27729674572276,21.3156153499281
"466",1187,"OZHOGINO",69.25,146.64,"Russia","Lake",46,20,4,1.96092361093978,15.9091944666443
"467",1188,"CLEAR Lake",39.02,-122.77,"United States","Lake",474,8,1,17.2671100405593,17.6239380619685
"468",1190,"GRANGE DE MONTE ALEGRE",-2.29,-54.31,"Brazil","Lake",22,38,3,29.6095932543578,0.49071021811069
"469",1193,"CANYON FERRY Lake",46.5,-111.56,"United States","Reservoir",1249,13,9,8.05923414486695,21.5745078321886
"470",1195,"ZZZZ",-54.07,-69.04,"Chile","Lake",77,15,7,5.98862448840888,7.81613912023529
"471",1196,"GALILEE, Sea of",32.8,35.59,"Israel","Lake",-202,10,2,23.2124717674064,13.456689267242
"472",1199,"DEVILS Lake",48.02,-98.97,"United States","Lake",433,27,5,7.19602978335726,21.9720343368581
"473",1201,"VANAJAVESI",61.18,24.09,"Finland","Lake",93,9,5,6.58864168559772,20.8288305433073
"474",1204,"KASUMIGAURA",36.05,140.37,"Japan","Lake",1,13,1,16.7877801789711,22.6731901548045
"475",1205,"DAIHAI Sea",40.55,112.66,"China","Lake",1312,5,9,9.17775570059164,23.5470839206253
"476",1206,"DUSHAN Lake",34.97,116.87,"China","Lake",30,31,1,15.2521981397466,27.0596779803012
"477",1207,"PUYEHUE",-40.68,-72.47,"Chile","Lake",249,8,8,13.594821979772,9.29019433526689
"478",1208,"CHLYA",53.43,140.04,"Russia","Lake",5,13,5,5.54737129852668,21.8297973249793
"479",1221,"PELICAN Lake",52.46,-100.34,"Canada","Lake",256,12,5,6.96741616014149,22.16597505701
"480",1222,"BEAVERHILL Lake",53.46,-112.54,"Canada","Lake",674,10,5,6.46140108410752,21.6185835449129
"481",1236,"ULUBAT",40.17,28.59,"Turkey","Lake",7,8,1,16.502963916261,23.9813166231153
"482",1237,"FINGER Lake",53.15,-93.49,"Canada","Lake",295,18,5,4.90429205295748,19.0810328465505
"483",1240,"PYHÄJÄRVI",61,22.28,"Finland","Lake",52,14,5,6.69157726879148,20.1239038158935
"484",1241,"TEFÉ",-3.45,-64.75,"Brazil","Lake",44,9,3,30.9748888945461,2.62918378051556
"485",1246,"LAPPAJÄRVI",63.15,23.67,"Finland","Lake",85,17,5,5.70727650926487,20.065252067211
"486",1248,"BARINGO",0.63,36.08,"Kenya","Lake",1056,7,3,27.9146540962872,1.81848988423773
"487",1249,"WALKER Lake",54.7,-96.94,"Canada","Lake",210,9,5,5.61559106391952,21.3398237955576
"488",1257,"TAGE",-3.89,136.33,"Indonesia","Lake",1563,8,6,23.3325092871585,0.917472325685793
"489",1259,"STROBEL",-48.37,-71.23,"Argentina","Lake",733,8,7,5.97309004433793,5.41196962257738
"490",1264,"JUNÍN",-11.02,-76.15,"Peru","Lake",3975,9,8,13.353418428814,2.75451190911299
